unit_id,pair_id,coder_id,passage,universes,rank,status,identifica_mudanca,capacidades,capacidade_primaria,mf02,vazamento,acerto_motivo_errado
N-INT|m23c-nint-010-full-proof|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,70256943454a86476162f879d7d427871f381cdf914d13a0f42bc3a6efdac570,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,70256943454a86476162f879d7d427871f381cdf914d13a0f42bc3a6efdac570,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,70256943454a86476162f879d7d427871f381cdf914d13a0f42bc3a6efdac570,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b,codificador_1,1_cega,U1,b39ea0f487241418689f04897765768aa0f3789c3e6827b48ea37bd5b2ce17e4,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b,codificador_1,2_nao_cega,U1,b39ea0f487241418689f04897765768aa0f3789c3e6827b48ea37bd5b2ce17e4,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b,codificador_2,1_cega,U1,b39ea0f487241418689f04897765768aa0f3789c3e6827b48ea37bd5b2ce17e4,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen2-5-coder-7b,codificador_2,2_nao_cega,U1,b39ea0f487241418689f04897765768aa0f3789c3e6827b48ea37bd5b2ce17e4,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b,codificador_1,1_cega,U1,a6221e42fc7a95cb61b9baf691a2aeb2b4b54ec2200a7d576471e221204b5fa7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b,codificador_1,2_nao_cega,U1,a6221e42fc7a95cb61b9baf691a2aeb2b4b54ec2200a7d576471e221204b5fa7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b,codificador_2,1_cega,U1,a6221e42fc7a95cb61b9baf691a2aeb2b4b54ec2200a7d576471e221204b5fa7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b|R1,N-INT|m23c-nint-010-full-proof|D|local-qwen3-8b,codificador_2,2_nao_cega,U1,a6221e42fc7a95cb61b9baf691a2aeb2b4b54ec2200a7d576471e221204b5fa7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,9964043ec1c15e748360c503bb71f82c11f1ea64be4ef289f9268cb8d8488afc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,9964043ec1c15e748360c503bb71f82c11f1ea64be4ef289f9268cb8d8488afc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,9964043ec1c15e748360c503bb71f82c11f1ea64be4ef289f9268cb8d8488afc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-010-full-proof|D|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,9964043ec1c15e748360c503bb71f82c11f1ea64be4ef289f9268cb8d8488afc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b,codificador_1,1_cega,U1,3c0e94ebc11e40d5b8accb1c5940c44084f53f008d128e462a71cc20778df2dc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b,codificador_1,2_nao_cega,U1,3c0e94ebc11e40d5b8accb1c5940c44084f53f008d128e462a71cc20778df2dc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b,codificador_2,1_cega,U1,3c0e94ebc11e40d5b8accb1c5940c44084f53f008d128e462a71cc20778df2dc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,3c0e94ebc11e40d5b8accb1c5940c44084f53f008d128e462a71cc20778df2dc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,b47d553d62deb2d0e621265971f7c031f54d184da2ce21fecf66c7b0b12443eb,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,b47d553d62deb2d0e621265971f7c031f54d184da2ce21fecf66c7b0b12443eb,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,b47d553d62deb2d0e621265971f7c031f54d184da2ce21fecf66c7b0b12443eb,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,b47d553d62deb2d0e621265971f7c031f54d184da2ce21fecf66c7b0b12443eb,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b,codificador_1,1_cega,U1,afd9c2c2876a019b9c144464395966a3049dc9c52e628c2f9712b3eb1a201f0c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b,codificador_1,2_nao_cega,U1,afd9c2c2876a019b9c144464395966a3049dc9c52e628c2f9712b3eb1a201f0c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b,codificador_2,1_cega,U1,afd9c2c2876a019b9c144464395966a3049dc9c52e628c2f9712b3eb1a201f0c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b|R1,N-INT|m23c-nint-014-digest-catalog|D|local-qwen3-8b,codificador_2,2_nao_cega,U1,afd9c2c2876a019b9c144464395966a3049dc9c52e628c2f9712b3eb1a201f0c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,d6720bf6f2aac1676c5ccac7f72b1320f6e1db5048e6390fd817e25b72d4dd1a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,d6720bf6f2aac1676c5ccac7f72b1320f6e1db5048e6390fd817e25b72d4dd1a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,d6720bf6f2aac1676c5ccac7f72b1320f6e1db5048e6390fd817e25b72d4dd1a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-014-digest-catalog|D|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,d6720bf6f2aac1676c5ccac7f72b1320f6e1db5048e6390fd817e25b72d4dd1a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b|R1,N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b,codificador_1,1_cega,U1,7b944250052209ae8b7aa8b328bcece1de81cc2e772298eb4d444b99682d7d5c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b|R1,N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b,codificador_1,2_nao_cega,U1,7b944250052209ae8b7aa8b328bcece1de81cc2e772298eb4d444b99682d7d5c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b|R1,N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b,codificador_2,1_cega,U1,7b944250052209ae8b7aa8b328bcece1de81cc2e772298eb4d444b99682d7d5c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b|R1,N-INT|m23c-nint-016-forecast-cache|D|local-qwen3-8b,codificador_2,2_nao_cega,U1,7b944250052209ae8b7aa8b328bcece1de81cc2e772298eb4d444b99682d7d5c,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b,codificador_1,1_cega,U2,4861feb98da9d63b4661f644cf991b90e7748a5effcceeaec3c85c27b344940a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b,codificador_1,2_nao_cega,U2,4861feb98da9d63b4661f644cf991b90e7748a5effcceeaec3c85c27b344940a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b,codificador_2,1_cega,U2,4861feb98da9d63b4661f644cf991b90e7748a5effcceeaec3c85c27b344940a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen2-5-coder-7b,codificador_2,2_nao_cega,U2,4861feb98da9d63b4661f644cf991b90e7748a5effcceeaec3c85c27b344940a,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b,codificador_1,1_cega,U2,3af54093888b47fd02b81b3f91f58bcf7dc5ca396ffea079f4d541b466aa67d7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b,codificador_1,2_nao_cega,U2,3af54093888b47fd02b81b3f91f58bcf7dc5ca396ffea079f4d541b466aa67d7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b,codificador_2,1_cega,U2,3af54093888b47fd02b81b3f91f58bcf7dc5ca396ffea079f4d541b466aa67d7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C1|local-qwen3-8b,codificador_2,2_nao_cega,U2,3af54093888b47fd02b81b3f91f58bcf7dc5ca396ffea079f4d541b466aa67d7,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai,codificador_1,1_cega,U2,06a38bf7a83c49d95e13555a3b199405a6449809a9d79140d695d1b37e13f72b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai,codificador_1,2_nao_cega,U2,06a38bf7a83c49d95e13555a3b199405a6449809a9d79140d695d1b37e13f72b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai,codificador_2,1_cega,U2,06a38bf7a83c49d95e13555a3b199405a6449809a9d79140d695d1b37e13f72b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C1|remote-gpt-5-6-luna-openai,codificador_2,2_nao_cega,U2,06a38bf7a83c49d95e13555a3b199405a6449809a9d79140d695d1b37e13f72b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b,codificador_1,1_cega,U2,375850ef1a66b683830745c593de5561fb0318e46fbffe0d7ad44d2f06101904,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b,codificador_1,2_nao_cega,U2,375850ef1a66b683830745c593de5561fb0318e46fbffe0d7ad44d2f06101904,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b,codificador_2,1_cega,U2,375850ef1a66b683830745c593de5561fb0318e46fbffe0d7ad44d2f06101904,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen2-5-coder-7b,codificador_2,2_nao_cega,U2,375850ef1a66b683830745c593de5561fb0318e46fbffe0d7ad44d2f06101904,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b,codificador_1,1_cega,U1,14f0769ac39771c93a09594b543f4496149f90bcc7e8d9f1e7f2259fd0cdfc99,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b,codificador_1,2_nao_cega,U1,14f0769ac39771c93a09594b543f4496149f90bcc7e8d9f1e7f2259fd0cdfc99,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b,codificador_2,1_cega,U1,14f0769ac39771c93a09594b543f4496149f90bcc7e8d9f1e7f2259fd0cdfc99,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b|R1,N-INT|m23c-nint-019-profile-secret|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,14f0769ac39771c93a09594b543f4496149f90bcc7e8d9f1e7f2259fd0cdfc99,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai,codificador_1,1_cega,U2,8ca0af32a4f03882276dbf2d0a81763e547349f05ee2b722ca3a62462d6bce97,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai,codificador_1,2_nao_cega,U2,8ca0af32a4f03882276dbf2d0a81763e547349f05ee2b722ca3a62462d6bce97,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai,codificador_2,1_cega,U2,8ca0af32a4f03882276dbf2d0a81763e547349f05ee2b722ca3a62462d6bce97,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-5-6-luna-openai,codificador_2,2_nao_cega,U2,8ca0af32a4f03882276dbf2d0a81763e547349f05ee2b722ca3a62462d6bce97,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq,codificador_1,1_cega,U2,46ee4953fb550fdadead3d04f7e1fd22bcd79e8e726deec66b3f0fa588069a3d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq,codificador_1,2_nao_cega,U2,46ee4953fb550fdadead3d04f7e1fd22bcd79e8e726deec66b3f0fa588069a3d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq,codificador_2,1_cega,U2,46ee4953fb550fdadead3d04f7e1fd22bcd79e8e726deec66b3f0fa588069a3d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-gpt-oss-20b-groq,codificador_2,2_nao_cega,U2,46ee4953fb550fdadead3d04f7e1fd22bcd79e8e726deec66b3f0fa588069a3d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,fd97d13588adab88b043c31cd21829e9f32e15d44d6d34d87792b03252bbb8c0,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,fd97d13588adab88b043c31cd21829e9f32e15d44d6d34d87792b03252bbb8c0,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,fd97d13588adab88b043c31cd21829e9f32e15d44d6d34d87792b03252bbb8c0,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,fd97d13588adab88b043c31cd21829e9f32e15d44d6d34d87792b03252bbb8c0,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b,codificador_1,1_cega,U2,5696189c53a155941fe0ef324eafcfc788ddcd1996e6956d10db884e29cd7f09,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b,codificador_1,2_nao_cega,U2,5696189c53a155941fe0ef324eafcfc788ddcd1996e6956d10db884e29cd7f09,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b,codificador_2,1_cega,U2,5696189c53a155941fe0ef324eafcfc788ddcd1996e6956d10db884e29cd7f09,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b|R1,N-INT|m23c-nint-019-profile-secret|D|local-qwen2-5-coder-7b,codificador_2,2_nao_cega,U2,5696189c53a155941fe0ef324eafcfc788ddcd1996e6956d10db884e29cd7f09,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai,codificador_1,1_cega,U2,3e95cdfd06272aaba2319b84177201941a6085d0ad579e10b4b21ec29d0cea40,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai,codificador_1,2_nao_cega,U2,3e95cdfd06272aaba2319b84177201941a6085d0ad579e10b4b21ec29d0cea40,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai,codificador_2,1_cega,U2,3e95cdfd06272aaba2319b84177201941a6085d0ad579e10b4b21ec29d0cea40,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai|R1,N-INT|m23c-nint-019-profile-secret|D|remote-gpt-5-6-luna-openai,codificador_2,2_nao_cega,U2,3e95cdfd06272aaba2319b84177201941a6085d0ad579e10b4b21ec29d0cea40,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba,codificador_1,1_cega,U2,32bedbc6531de5683427f490708557d3cf4f6effc6d3f46e12b2958c2d38cf24,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U2,32bedbc6531de5683427f490708557d3cf4f6effc6d3f46e12b2958c2d38cf24,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba,codificador_2,1_cega,U2,32bedbc6531de5683427f490708557d3cf4f6effc6d3f46e12b2958c2d38cf24,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba|R1,N-INT|m23c-nint-019-profile-secret|D|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U2,32bedbc6531de5683427f490708557d3cf4f6effc6d3f46e12b2958c2d38cf24,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b|R1,N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b,codificador_1,1_cega,U2,2e298ca7fe36f7fa26ef74b131747eaca5331eaf9263f047206116e5e8754d92,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b|R1,N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b,codificador_1,2_nao_cega,U2,2e298ca7fe36f7fa26ef74b131747eaca5331eaf9263f047206116e5e8754d92,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b|R1,N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b,codificador_2,1_cega,U2,2e298ca7fe36f7fa26ef74b131747eaca5331eaf9263f047206116e5e8754d92,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b|R1,N-INT|m23c-nint-020-fixed-total|C1|local-qwen3-8b,codificador_2,2_nao_cega,U2,2e298ca7fe36f7fa26ef74b131747eaca5331eaf9263f047206116e5e8754d92,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
N-INT|m23c-nint-020-fixed-total|C1|remote-gpt-oss-20b-groq|R2,N-INT|m23c-nint-020-fixed-total|C1|remote-gpt-oss-20b-groq,codificador_1,1_cega,U3,9c114ef5f31331b43fc6cd17aeed04a928c910ab58bd220c6eb07fe9e865f8e3,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
